recv-text,13472808207,12063130025,shah,17 Mar 2011 15:24:20 GMT
recv-text,13472808207,12063130025,dictator,17 Mar 2011 15:24:50 GMT
recv-text,13472808207,14044550011,gun,17 Mar 2011 15:25:20 GMT
recv-text,13472808207,12063130026,spy,17 Mar 2011 15:25:50 GMT
recv-text,13472808207,12063130025,terrorist,17 Mar 2011 15:26:20 GMT
recv-text,13472808207,12063130028,25-Jan,17 Mar 2011 15:26:50 GMT
